id,name,district,state,population,lat,lon,area
1927,Weißenstadt,Wunsiedel im Fichtelgebirge,Bayern,3095,50.10083,11.88472,42.23
1928,Weißenthurm,Mayen-Koblenz,Rheinland-Pfalz,9191,50.41444,7.46056,3.99
1929,Weißwasser,Görlitz,Sachsen,15640,51.5,14.633,63.6
1930,Welzheim,Rems-Murr-Kreis,Baden-Württemberg,11160,48.87472,9.63444,37.99
1931,Welzow,Spree-Neiße,Brandenburg,3317,51.56667,14.18306,23.91
1932,Wemding,Donau-Ries,Bayern,5817,48.867,10.717,31.69
1933,Wendlingen,Esslingen,Baden-Württemberg,16173,48.67472,9.38167,12.15
1934,Werben,Stendal,Sachsen-Anhalt,1017,52.867,11.967,53.39
1935,Werdau,Zwickau,Sachsen,20471,50.733,12.383,65.6
1936,Werder (Havel),Potsdam-Mittelmark,Brandenburg,26662,52.37806,12.935,115.99
1937,Werdohl,Märkischer Kreis,Nordrhein-Westfalen,17660,51.267,7.767,33.35
1938,Werlte,Emsland,Niedersachsen,10308,52.85,7.683,63.75
1939,Werl,Soest,Nordrhein-Westfalen,30702,51.55,7.92,76.24
1940,Wermelskirchen,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,34597,51.15,7.217,74.66
1941,Wernau,Esslingen,Baden-Württemberg,12275,48.68861,9.42222,10.9
1942,Werneuchen,Barnim,Brandenburg,9226,52.63306,13.73306,116.34
1943,Werne,Unna,Nordrhein-Westfalen,29588,51.667,7.617,76.08
1944,Wernigerode,Harz,Sachsen-Anhalt,32181,51.835,10.78528,170.03
1945,Werra-Suhl-Tal,Wartburgkreis,Thüringen,6347,50.933,10.067,77.67
1946,Wertheim,Main-Tauber-Kreis,Baden-Württemberg,22879,49.75889,9.5175,138.63
1947,Werther (Westf.),Gütersloh,Nordrhein-Westfalen,11091,52.075,8.4125,35.31
1948,Wertingen,Dillingen,Bayern,9356,48.533,10.667,51.8
1949,Wesel,Wesel,Nordrhein-Westfalen,60329,51.65861,6.61778,122.617
1950,Wesenberg,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,3057,53.267,12.967,89.43
1951,Wesselburen,Dithmarschen,Schleswig-Holstein,3470,54.217,8.917,5.14
1952,Wesseling,Rhein-Erft-Kreis,Nordrhein-Westfalen,36731,50.817,6.967,23.4
1953,Westerburg,Westerwaldkreis,Rheinland-Pfalz,5739,50.56389,7.9725,18.48
1954,Westerstede,Ammerland,Niedersachsen,23232,53.25,7.917,179.0
1955,Wetter (Hessen),Marburg-Biedenkopf,Hessen,8841,50.88333,8.71667,104.56
1956,Wetter,Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,27269,51.38806,7.395,31.47
1957,Wettin-Löbejün,Saalekreis,Sachsen-Anhalt,9821,51.633,11.9,126.94
1958,Wetzlar,Lahn-Dill-Kreis,Hessen,53188,50.567,8.5,75.67
1959,Widdern,Heilbronn,Baden-Württemberg,1854,49.317,9.417,25.23
1960,Wiehl,Oberbergischer Kreis,Nordrhein-Westfalen,25199,50.95,7.533,53.27
1961,Wiesbaden,Urban district,Hessen,278609,50.0825,8.24,203.9
1962,Wiesensteig,Göppingen,Baden-Württemberg,2034,48.56167,9.62528,23.4
1963,Wiesloch,Rhein-Neckar-Kreis,Baden-Württemberg,26605,49.29417,8.69833,30.262
1964,Wiesmoor,Aurich,Niedersachsen,13339,53.4,7.733,82.99
1965,Wildau,Dahme-Spreewald,Brandenburg,10633,52.317,13.633,9.09
1966,Wildberg,Calw,Baden-Württemberg,10183,48.62389,8.74722,56.68
1967,Wildenfels,Zwickau,Sachsen,3565,50.6575,12.58278,20.57
1968,Wildeshausen,Oldenburg,Niedersachsen,20454,52.9,8.433,89.47
1969,Wilhelmshaven,Urban district,Niedersachsen,75189,53.51667,8.13333,106.91
1970,Wilkau-Haßlau,Zwickau,Sachsen,9531,50.667,12.517,12.7
1971,Willebadessen,Höxter,Nordrhein-Westfalen,8154,51.63306,9.03306,128.13
1972,Willich,Viersen,Nordrhein-Westfalen,50283,51.26306,6.54917,67.77
1973,Wilsdruff,Sächsische Schweiz-Osterzgebirge,Sachsen,14444,51.05222,13.53833,81.69
1974,Wilster,Steinburg,Schleswig-Holstein,4301,53.9225,9.37444,2.71
1975,Wilthen,Bautzen,Sachsen,4786,51.1,14.4,17.06
1976,Windischeschenbach,Neustadt a.d.Waldnaab,Bayern,4923,49.8,12.167,36.38
1977,Windsbach,Ansbach,Bayern,6151,49.25,10.817,68.17
1978,Winnenden,Rems-Murr-Kreis,Baden-Württemberg,28334,48.87639,9.39778,28.05
1979,Winsen,Harburg,Niedersachsen,35332,53.367,10.217,109.55
1980,Winterberg,Hochsauerlandkreis,Nordrhein-Westfalen,12442,51.2,8.517,147.86
1981,Wipperfürth,Oberbergischer Kreis,Nordrhein-Westfalen,20875,51.11667,7.4,118.16
1982,Wirges,Westerwaldkreis,Rheinland-Pfalz,5474,50.47417,7.79528,10.13
1983,Wismar,Nordwestmecklenburg,Mecklenburg-Western Pomerania,42824,53.9,11.467,41.36
1984,Wissen,Altenkirchen (Westerwald),Rheinland-Pfalz,8253,50.7825,7.735,34.88
1985,Wittenberge,Prignitz,Brandenburg,16862,53.0,11.75,50.44
1986,Wittenberg,Wittenberg,Sachsen-Anhalt,45425,51.8671,12.6484,240.32
1987,Wittenburg,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,6303,53.5,11.067,80.0
1988,Witten,Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,95876,51.43333,7.33333,72.4
1989,Wittichenau,Bautzen,Sachsen,5723,51.383,14.25,62.24
1990,Wittingen,Gifhorn,Niedersachsen,11357,52.717,10.733,225.08
1991,Wittlich,Bernkastel-Wittlich,Rheinland-Pfalz,19222,49.98694,6.88972,49.64
1992,Wittmund,Wittmund,Niedersachsen,20405,53.575,7.78083,210.0
1993,Wittstock,Ostprignitz-Ruppin,Brandenburg,14007,53.16361,12.48556,417.2
1994,"Witzenhausen, Germany",Werra-Meißner-Kreis,Hessen,15003,51.34222,9.85778,126.69
1995,Woldegk,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,4308,53.45944,13.58278,164.14
1996,Wolfach,Ortenaukreis,Baden-Württemberg,5760,48.3,8.217,67.99
1997,Wolfenbüttel,Wolfenbüttel,Niedersachsen,52121,52.16222,10.53694,78.46
1998,Wolfhagen,Kassel,Hessen,13074,51.317,9.167,111.95
1999,Wolframs-Eschenbach,Ansbach,Bayern,3119,49.233,10.733,25.47
2000,Wolfratshausen,Bad Tölz-Wolfratshausen,Bayern,19091,47.91333,11.42778,9.13
2001,Wolfsburg,Urban district,Niedersachsen,123840,52.42306,10.78722,204.02
2002,Wolfstein,Kusel,Rheinland-Pfalz,1888,49.58417,7.60611,13.75
2003,Wolgast,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,11840,54.05,13.767,61.53
2004,Wolkenstein,Erzgebirgskreis,Sachsen,3886,50.65444,13.07472,30.51
2005,Wolmirstedt,Börde,Sachsen-Anhalt,11376,52.25194,11.62972,54.28
2006,Worms,Urban district,Rheinland-Pfalz,83459,49.63194,8.36528,108.73
2007,Wriezen,Märkisch-Oderland,Brandenburg,7125,52.71667,14.13306,94.54
2008,Wunsiedel,Wunsiedel im Fichtelgebirge,Bayern,9155,50.017,12.017,54.91
2009,Wunstorf,Hanover,Niedersachsen,41480,52.4275,9.42944,126.6
2010,Wuppertal,Urban district,Nordrhein-Westfalen,355004,51.26667,7.18333,168.41
2011,Wurzbach,Saale-Orla-Kreis,Thüringen,3036,50.46389,11.53667,72.31
2012,Wurzen,Leipzig,Sachsen,16211,51.367,12.717,68.54
2013,Wustrow,Lüchow-Dannenberg,Niedersachsen,2790,52.92194,11.12167,29.9
2014,Wyk auf Föhra Wik / Vyk,Nordfriesland,Schleswig-Holstein,4280,54.7,8.567,8.0
2015,Wächtersbach,Main-Kinzig-Kreis,Hessen,12719,50.26667,9.3,50.79
2016,Wörrstadt,Alzey-Worms,Rheinland-Pfalz,8012,49.84306,8.11556,16.75
2017,Wörth am Main,Miltenberg,Bayern,4772,49.79639,9.1575,15.89
2018,Wörth am Rhein,Germersheim,Rheinland-Pfalz,18217,49.05167,8.26028,131.64
2019,Wörth an der Donau,Regensburg,Bayern,4896,49.00083,12.40111,52.34
2020,Wülfrath,Mettmann,Nordrhein-Westfalen,21003,51.28333,7.03333,32.23
2021,Würselen,Aachen,Nordrhein-Westfalen,38496,50.817,6.133,34.385
2022,Würzburg,Urban district,Bayern,126954,49.783,9.933,87.63
2023,Xanten,Wesel,Nordrhein-Westfalen,21521,51.66222,6.45389,72.39
2024,Zahna-Elster,Wittenberg,Sachsen-Anhalt,9184,51.79917,12.40694,148.49
2025,Zarrentin am Schaalsee,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,5369,53.533,10.917,91.89
2026,Zehdenick,Oberhavel,Brandenburg,13307,52.983,13.333,221.52
2027,Zeil am Main,Haßberge,Bayern,5617,50.017,10.6,35.74
2028,Zeitz,Burgenlandkreis,Sachsen-Anhalt,27187,51.04778,12.13833,87.15
2029,Zell am Harmersbach,Ortenaukreis,Baden-Württemberg,8066,48.34667,8.06389,36.43
2030,Zell im Wiesental,Lörrach,Baden-Württemberg,6296,47.70694,7.85139,36.13
2031,Zella-Mehlis,Schmalkalden-Meiningen,Thüringen,12630,50.65972,10.66694,52.99
2032,Zell,Cochem-Zell,Rheinland-Pfalz,4064,50.02639,7.18361,44.98
2033,Zerbst,Anhalt-Bitterfeld,Sachsen-Anhalt,21294,51.96806,12.08444,467.65
2034,Zeulenroda-Triebes,Greiz,Thüringen,16194,50.64861,11.98056,134.72
2035,Zeven,Rotenburg,Niedersachsen,13876,53.3,9.28333,73.9
2036,Ziegenrück,Saale-Orla-Kreis,Thüringen,640,50.61667,11.65,8.24
2037,Zierenberg,Kassel,Hessen,6547,51.317,9.167,86.53
2038,Ziesar,Potsdam-Mittelmark,Brandenburg,2503,52.26667,12.28306,67.46
2039,Zirndorf,Fürth,Bayern,25748,49.45,10.95,28.78
2040,Zittau,Görlitz,Sachsen,24738,50.89611,14.80722,66.74
2041,Zossen,Teltow-Fläming,Brandenburg,20182,52.21667,13.44972,179.57
2042,Zschopau,Erzgebirgskreis,Sachsen,9024,50.75,13.067,22.88
2043,Zweibrücken,Urban district,Rheinland-Pfalz,34001,49.25,7.367,70.99
2044,Zwenkau,Leipzig,Sachsen,9273,51.2175,12.32417,46.21
2045,Zwickau,Zwickau,Sachsen,87516,50.717,12.5,102.54
2046,Zwiesel,Regen,Bayern,9179,49.017,13.233,41.14
2047,Zwingenberg,Bergstraße,Hessen,7291,49.71667,8.61667,5.66
2048,Zwönitz,Erzgebirgskreis,Sachsen,11861,50.61667,12.8,64.18
2049,Zörbig,Anhalt-Bitterfeld,Sachsen-Anhalt,9123,51.61667,12.11667,113.26
2050,Zülpich,Euskirchen,Nordrhein-Westfalen,20440,50.7,6.65,101.0
2051,Öhringen,Hohenlohekreis,Baden-Württemberg,24925,49.2,9.5,67.79
2052,Östringen,Karlsruhe,Baden-Württemberg,13038,49.21944,8.71083,53.23
2053,Übach-Palenberg,Heinsberg,Nordrhein-Westfalen,23906,50.91972,6.11944,26.11
2054,Überlingen,Bodenseekreis,Baden-Württemberg,22713,47.76667,9.15833,58.67
